,trip_second,km_distance_trip
6188,1008,6.2
6189,412,2.4
6190,579,4.7
6191,771,5.2
6192,1455,4.6
6193,594,3.5
6194,894,5.2
6195,1096,6.2
6196,762,4.1
6197,332,2.0
6198,700,4.7
6199,109,0.7
6200,815,4.5
6201,699,5.8
6202,1081,3.9
6203,327,1.9
6204,434,3.0
6205,808,5.4
6206,946,5.3
6207,896,3.1
6208,569,3.2
6209,552,3.9
6210,1799,4.6
6211,1014,9.8
6212,365,2.5
6213,583,4.7
6214,1077,7.5
6215,682,1.7
6216,660,3.0
6217,955,12.0
6218,318,1.8
6219,662,3.6
6220,455,2.7
6221,817,7.3
6222,927,5.8
6223,553,3.2
6224,409,2.9
6225,271,1.7
6226,1156,7.2
6227,377,2.5
6228,890,3.7
6229,1864,18.0
6230,781,6.6
6231,512,2.0
6232,492,2.9
6233,415,2.8
6234,668,3.5
6235,724,5.9
6236,310,1.4
6237,985,5.0
6238,683,3.2
6239,883,4.8
6240,352,2.2
6241,661,2.6
6242,431,2.9
6243,353,2.2
6244,240,1.4
6245,1167,6.4
6246,374,2.4
6247,1074,6.1
6248,429,2.6
6249,892,7.3
6250,631,1.6
6251,215,1.0
6252,1217,18.0
6253,1554,6.1
6254,538,2.7
6255,162,0.8
6256,1264,5.3
6257,646,3.6
6258,194,1.3
6259,744,5.5
6260,824,7.3
6261,286,1.8
6262,367,1.9
6263,426,2.8
6264,311,1.5
6265,981,5.4
6266,901,4.0
6267,490,3.8
6268,540,4.9
6269,382,1.4
6270,785,5.3
6271,354,2.2
6272,783,5.9
6273,1020,8.7
6274,689,3.1
6275,716,3.2
6276,441,3.5
6277,296,1.3
6278,834,8.9
6279,460,2.9
6280,1329,7.5
6281,814,3.1
6282,855,7.8
6283,421,2.9
6284,333,2.1
6285,334,2.0
6286,348,1.7
6287,1207,5.4
6288,648,2.6
6289,394,3.0
6290,1240,7.4
6291,1001,14.0
6292,740,3.9
6293,234,1.6
6294,348,1.9
6295,961,4.4
6296,298,1.5
6297,436,1.1
6298,1591,5.6
6299,425,3.0
6300,741,7.0
6301,1016,5.6
6302,733,7.4
6303,779,5.7
6304,1146,6.0
6305,238,1.4
6306,822,5.8
6307,580,3.8
6308,353,1.7
6309,1027,8.9
6310,530,2.8
6311,768,2.7
6312,1073,4.1
6313,687,7.2
6314,476,2.7
6315,382,2.5
6316,798,4.4
6317,852,7.3
6318,2499,13.0
6319,152,0.7
6320,580,4.0
6321,1083,7.5
6322,652,7.4
6323,909,2.4
6324,546,3.9
6325,1661,4.8
6326,821,8.0
6327,394,1.8
6328,543,2.4
6329,311,2.0
6330,474,2.1
6331,1003,7.1
6332,445,3.1
6333,950,6.0
6334,196,0.7
6335,475,3.3
6336,1493,8.3
6337,494,3.7
6338,477,3.7
6339,832,4.6
6340,554,2.3
6341,1442,6.4
6342,202,1.4
6343,618,7.1
6344,643,2.6
6345,314,2.0
6346,767,5.5
6347,583,3.9
6348,757,6.7
6349,488,4.2
6350,675,2.9
6351,399,2.7
6352,620,2.1
6353,764,7.0
6354,558,3.1
6355,1223,14.0
6356,701,4.2
6357,798,3.2
6358,1403,4.5
6359,563,4.9
6360,881,8.4
6361,376,3.0
6362,1540,6.0
6363,1158,4.5
6364,597,3.1
6365,1725,6.4
6366,1279,4.8
6367,859,8.3
6368,793,4.1
6369,491,3.3
6370,603,5.4
6371,421,4.4
6372,1699,6.1
6373,650,3.1
6374,714,4.1
6375,908,5.7
6376,1756,6.5
6377,283,0.8
6378,317,1.9
6379,775,6.4
6380,466,1.7
6381,461,4.0
6382,463,2.9
6383,965,5.4
6384,697,3.3
6385,320,1.7
6386,990,3.7
6387,241,1.1
6388,489,3.7
6389,382,2.3
6390,1621,12.0
6391,521,2.5
6392,700,2.4
6393,225,1.8
6394,434,2.7
6395,922,7.0
6396,1061,5.4
6397,812,8.9
6398,543,4.5
6399,616,4.9
6400,105,0.3
6401,1072,4.1
6402,733,2.9
6403,475,3.7
6404,1690,9.4
6405,588,4.6
6406,520,3.6
6407,1395,3.9
6408,770,8.8
6409,801,4.4
6410,342,2.3
6411,538,4.0
6412,949,5.9
6413,428,2.3
6414,297,1.6
6415,671,3.8
6416,604,4.6
6417,476,2.7
6418,958,7.1
6419,1266,4.9
6420,675,2.9
6421,472,2.1
6422,230,0.9
6423,1013,6.9
6424,205,2.3
6425,541,3.0
6426,795,10.0
6427,1162,17.0
6428,232,1.6
6429,451,3.0
6430,576,4.0
6431,688,4.5
6432,592,3.5
6433,860,2.1
6434,787,5.8
6435,366,1.9
6436,1011,5.6
6437,406,2.4
6438,908,7.6
6439,863,6.7
6440,878,5.9
6441,863,4.7
6442,1009,10.0
6443,546,4.7
6444,511,4.0
6445,208,1.3
6446,839,9.1
6447,1033,7.4
6448,559,6.2
6449,905,4.9
6450,832,5.4
6451,1620,6.0
6452,625,2.2
6453,718,4.2
6454,424,1.7
6455,530,4.9
6456,560,2.8
6457,874,6.9
6458,948,4.7
6459,247,1.2
6460,916,5.7
6461,693,3.8
6462,599,4.9
6463,503,4.9
6464,427,2.0
6465,240,1.6
6466,1494,7.1
6467,1331,5.4
6468,633,2.8
6469,1135,6.1
6470,137,0.9
6471,429,2.8
6472,1332,5.3
6473,957,3.3
6474,996,5.3
6475,296,1.5
6476,561,2.9
6477,1373,20.0
6478,546,3.0
6479,904,10.0
6480,299,1.5
6481,309,1.8
6482,1144,6.6
6483,1511,22.0
6484,1629,23.0
6485,630,4.4
6486,675,4.8
6487,310,1.6
6488,295,0.9
6489,1344,7.8
6490,1021,5.2
6491,1222,4.9
6492,1103,5.5
6493,653,4.9
6494,521,1.5
6495,680,3.5
6496,204,0.9
6497,1097,4.3
6498,645,3.7
6499,599,4.4
6500,359,2.0
6501,657,5.5
6502,1549,6.8
6503,1337,5.7
6504,913,4.9
6505,912,3.0
6506,781,2.7
6507,933,5.3
6508,356,2.5
6509,893,7.9
6510,1449,8.3
6511,611,3.8
6512,194,1.0
6513,758,4.8
6514,613,3.1
6515,492,2.0
6516,331,2.0
6517,737,3.0
6518,1085,4.7
6519,1692,5.3
6520,939,4.1
6521,242,1.6
6522,1360,4.3
6523,857,7.3
6524,691,7.7
6525,355,2.2
6526,883,7.4
6527,324,2.4
6528,177,1.0
6529,576,5.4
6530,1135,6.3
6531,870,5.4
6532,1138,5.1
6533,193,1.5
6534,876,5.7
6535,830,1.9
6536,788,4.7
6537,981,7.5
6538,611,2.9
6539,489,4.2
6540,268,0.8
6541,861,4.0
6542,707,3.8
6543,208,0.7
6544,945,3.3
6545,1482,5.2
6546,848,6.9
6547,972,4.6
6548,644,5.9
6549,297,0.9
6550,449,3.1
6551,434,3.1
6552,495,3.1
6553,742,4.3
6554,688,3.9
6555,472,2.1
6556,464,1.8
6557,760,5.3
6558,704,4.0
6559,295,1.3
6560,363,2.7
6561,313,1.2
6562,1461,6.6
6563,748,3.0
6564,923,5.4
6565,776,5.6
6566,787,7.6
6567,289,1.7
6568,340,2.1
6569,300,1.6
6570,281,1.9
6571,396,2.0
6572,1281,5.4
6573,544,4.3
6574,738,4.9
6575,805,6.3
6576,413,2.4
6577,1208,6.2
6578,688,3.1
6579,1354,6.2
6580,301,1.5
6581,1338,4.9
6582,718,5.2
6583,731,6.0
6584,958,5.0
6585,929,10.0
6586,465,2.8
6587,341,1.2
6588,526,3.4
6589,619,4.7
6590,395,3.2
6591,975,5.8
6592,786,8.7
6593,370,1.9
6594,686,5.8
6595,545,1.9
6596,409,3.5
6597,814,3.7
6598,571,4.3
6599,381,2.2
6600,1070,8.8
6601,643,3.7
6602,576,4.5
6603,952,5.0
6604,805,6.5
6605,1034,5.5
6606,429,2.7
6607,486,2.8
6608,845,4.3
6609,868,4.8
6610,332,2.5
6611,471,2.3
6612,731,3.9
6613,729,6.6
6614,1199,6.2
6615,461,2.6
6616,403,2.7
6617,1567,6.5
6618,837,4.6
6619,666,3.3
6620,816,3.4
6621,643,3.5
6622,569,7.1
6623,148,1.1
6624,300,1.7
6625,754,4.1
6626,819,4.6
6627,844,5.3
6628,1481,5.7
6629,404,1.2
6630,473,2.0
6631,1272,5.3
6632,396,2.6
6633,914,7.7
6634,1974,7.4
6635,519,2.1
6636,784,5.2
6637,627,2.9
6638,1735,6.6
6639,812,8.1
6640,326,1.8
6641,987,5.6
6642,227,0.6
6643,695,3.2
6644,1351,7.6
6645,487,3.3
6646,754,3.6
6647,586,3.4
6648,241,1.4
6649,328,1.4
6650,231,1.8
6651,167,1.0
6652,746,5.3
6653,1387,7.1
6654,1152,5.2
6655,649,2.9
6656,620,2.0
6657,697,3.4
6658,498,2.5
6659,451,3.7
6660,291,2.0
6661,1481,5.7
6662,248,1.2
6663,762,7.6
6664,638,4.4
6665,1331,5.0
6666,999,4.5
6667,496,4.1
6668,687,4.0
6669,828,7.2
6670,509,2.6
6671,555,4.3
6672,1446,6.3
6673,415,3.4
6674,531,2.9
6675,524,4.6
6676,661,5.3
6677,100,0.7
6678,649,3.5
6679,892,4.8
6680,904,4.8
6681,604,3.2
6682,413,2.0
6683,537,3.8
6684,403,2.7
6685,345,1.6
6686,365,2.8
6687,1406,5.9
6688,1134,6.7
6689,605,2.2
6690,337,1.7
6691,547,2.6
6692,1404,9.7
6693,657,6.2
6694,690,5.0
6695,234,1.1
6696,636,2.6
6697,273,1.6
6698,1036,3.6
6699,680,4.7
6700,497,3.7
6701,563,3.1
6702,784,2.2
6703,525,2.9
6704,1490,7.0
6705,474,3.6
6706,416,1.6
6707,918,4.3
6708,735,5.2
6709,463,3.1
6710,333,2.1
6711,839,6.6
6712,292,1.3
6713,1343,5.3
6714,1160,6.1
6715,1123,6.4
6716,371,2.1
6717,297,2.1
6718,234,1.4
6719,477,3.6
6720,382,1.8
6721,635,4.8
6722,687,4.2
6723,1242,4.5
6724,916,4.8
6725,285,1.9
6726,591,4.0
6727,973,4.1
6728,708,3.5
6729,277,1.6
6730,1460,6.9
6731,1003,3.9
6732,392,3.6
6733,1109,3.8
6734,704,4.6
6735,1341,5.0
6736,754,4.8
6737,1142,5.0
6738,423,3.8
6739,295,2.0
6740,994,6.9
6741,367,2.4
6742,883,5.2
6743,628,3.3
6744,693,6.1
6745,738,4.0
6746,855,7.5
6747,582,4.5
6748,804,3.8
6749,1877,4.0
6750,1214,6.0
6751,168,1.0
6752,979,3.9
6753,499,2.6
6754,287,1.8
6755,189,1.3
6756,875,3.6
6757,682,5.3
6758,439,2.8
6759,685,3.2
6760,855,6.1
6761,453,2.7
6762,444,2.0
6763,1342,4.8
6764,461,3.1
6765,1348,4.7
6766,449,3.6
6767,970,4.5
6768,1018,5.1
6769,469,3.1
6770,1030,5.7
6771,796,4.2
6772,570,2.9
6773,585,4.4
6774,241,1.5
6775,875,9.6
6776,611,5.0
6777,1219,5.0
6778,583,4.3
6779,871,7.2
6780,531,2.8
6781,1114,6.4
6782,802,3.6
6783,1056,9.0
6784,315,4.0
6785,286,1.8
6786,1090,13.0
6787,551,2.8
6788,996,6.0
6789,835,7.6
6790,470,2.4
6791,682,4.1
6792,521,4.6
6793,2060,21.0
6794,947,2.2
6795,1313,4.9
6796,378,2.2
6797,960,3.6
6798,407,2.9
6799,526,3.0
6800,1052,6.2
6801,879,7.5
6802,818,2.7
6803,330,2.0
6804,1389,23.0
6805,307,1.5
6806,355,2.5
6807,855,5.6
6808,620,5.1
6809,1158,10.0
6810,1231,5.4
6811,483,3.1
6812,1145,6.5
6813,817,4.7
6814,1277,16.0
6815,1064,4.1
6816,632,4.1
6817,438,4.0
6818,285,1.9
6819,985,5.6
6820,782,2.5
6821,826,6.0
6822,194,1.0
6823,613,2.8
6824,468,3.0
6825,1070,9.2
6826,956,7.2
6827,335,2.3
6828,539,3.0
6829,311,1.0
6830,673,2.9
6831,739,5.3
6832,384,2.2
6833,706,5.4
6834,538,3.3
6835,680,6.0
6836,1066,9.2
6837,1260,4.4
6838,1674,6.5
6839,594,1.6
6840,398,2.4
6841,775,2.7
6842,802,5.8
6843,695,5.4
6844,840,9.1
6845,630,6.0
6846,369,1.9
6847,243,1.1
6848,1136,5.5
6849,392,2.6
6850,821,9.0
6851,896,7.9
6852,529,2.6
6853,1002,3.5
6854,1002,3.9
6855,1508,17.0
6856,1417,11.0
6857,1132,4.7
6858,658,3.2
6859,758,6.4
6860,744,6.2
6861,339,2.0
6862,1383,6.1
6863,218,1.0
6864,269,2.0
6865,392,2.3
6866,1773,17.0
6867,511,3.9
6868,206,0.8
6869,1257,4.1
6870,625,5.4
6871,873,4.9
6872,646,3.6
6873,968,4.1
6874,1191,14.0
6875,649,3.4
6876,306,1.8
6877,979,9.5
6878,445,1.9
6879,987,7.6
6880,502,3.6
6881,388,2.6
6882,884,6.4
6883,649,3.1
6884,331,2.3
6885,590,4.6
6886,391,2.2
6887,640,4.3
6888,982,5.6
6889,575,5.2
6890,345,2.5
6891,448,3.0
6892,503,4.2
6893,1813,8.6
6894,109,0.5
6895,589,4.7
6896,813,11.0
6897,1583,13.0
6898,482,3.4
6899,534,1.3
6900,400,3.0
6901,736,5.8
6902,593,3.2
6903,775,7.7
6904,516,2.2
6905,560,2.8
6906,568,4.5
6907,908,5.0
6908,1453,6.4
6909,990,8.5
6910,428,3.5
6911,282,1.7
6912,520,4.0
6913,614,3.0
6914,333,2.1
6915,995,9.1
6916,1047,4.6
6917,263,1.7
6918,618,2.8
6919,813,2.8
6920,911,4.1
6921,792,3.4
6922,1061,8.2
6923,472,3.7
6924,881,5.2
6925,1046,6.1
6926,717,4.0
6927,686,3.7
6928,396,2.2
6929,1528,22.0
6930,717,4.2
6931,1034,5.7
6932,712,3.8
6933,106,0.6
6934,753,4.9
6935,478,3.8
6936,819,4.4
6937,223,1.0
6938,1184,5.1
6939,1030,5.5
6940,623,4.6
6941,262,1.8
6942,551,3.3
6943,652,5.0
6944,329,1.7
6945,403,2.6
6946,535,2.7
6947,1057,5.0
6948,959,4.0
6949,354,2.4
6950,871,4.7
6951,868,4.9
6952,660,2.5
6953,1489,22.0
6954,861,7.5
6955,378,2.0
6956,1204,7.7
6957,535,2.7
6958,958,8.9
6959,568,3.1
6960,846,7.3
6961,450,2.2
6962,1659,6.0
6963,594,3.7
6964,548,3.6
6965,769,5.6
6966,600,2.1
6967,403,2.5
6968,316,2.5
6969,312,1.7
6970,875,5.3
6971,538,2.3
6972,935,4.6
6973,678,5.6
6974,503,3.1
6975,531,4.2
6976,432,1.9
6977,303,2.4
6978,425,3.1
6979,599,3.4
6980,709,6.2
6981,753,6.2
6982,907,4.4
6983,703,5.2
6984,354,2.0
6985,705,7.5
6986,735,6.4
6987,1694,6.6
6988,277,1.3
6989,1770,5.9
6990,412,1.5
6991,805,4.0
6992,1113,5.3
6993,1162,10.0
6994,392,2.0
6995,371,2.5
6996,424,3.5
6997,869,4.5
6998,1444,5.8
6999,544,3.7
7000,1332,8.3
7001,432,3.5
7002,885,7.1
7003,453,2.8
7004,297,1.8
7005,1213,11.0
7006,762,6.6
7007,555,3.1
7008,850,4.7
7009,1474,7.6
7010,270,0.6
7011,187,1.2
7012,1083,6.3
7013,437,3.1
7014,437,3.6
7015,871,3.4
7016,955,11.0
7017,706,3.6
7018,1293,18.0
7019,337,1.7
7020,401,2.0
7021,1111,3.5
7022,1222,16.0
7023,411,3.0
7024,929,3.9
7025,1086,5.9
7026,619,3.5
7027,472,3.4
7028,841,4.0
7029,1316,9.6
7030,199,0.9
7031,535,2.7
7032,338,1.1
7033,455,2.3
7034,774,3.7
7035,558,3.2
7036,1659,5.7
7037,436,3.0
7038,742,3.5
7039,610,5.0
7040,700,3.1
7041,487,1.6
7042,741,2.6
7043,706,3.9
7044,448,2.3
7045,278,1.3
7046,581,3.2
7047,507,3.2
7048,983,3.2
7049,320,1.8
7050,1329,19.0
7051,1269,6.2
7052,201,1.1
7053,1137,5.3
7054,603,2.1
7055,963,5.2
7056,736,5.0
7057,719,3.2
7058,632,3.1
7059,592,4.0
7060,233,1.3
7061,1512,6.9
7062,632,4.0
7063,1292,18.0
7064,1745,7.0
7065,644,5.1
7066,218,1.0
7067,638,3.6
7068,335,2.4
7069,711,3.1
7070,501,2.7
7071,735,5.4
7072,846,4.7
7073,874,5.1
7074,839,5.4
7075,1344,21.0
7076,953,5.3
7077,241,0.9
7078,297,2.7
7079,1216,6.9
7080,1743,14.0
7081,938,4.1
7082,1827,7.3
7083,579,3.5
7084,1076,3.7
7085,723,1.8
7086,719,4.8
7087,458,2.3
7088,797,4.5
7089,661,3.1
7090,989,7.4
7091,1621,8.5
7092,369,2.7
7093,450,1.0
7094,464,3.4
7095,215,1.4
7096,914,3.4
7097,455,1.6
7098,241,0.7
7099,554,3.0
7100,970,4.2
7101,141,0.6
7102,730,6.2
7103,344,1.9
7104,219,1.1
7105,795,6.5
7106,1149,6.4
7107,1055,7.4
7108,798,2.7
7109,708,6.0
7110,837,5.4
7111,115,0.5
7112,1233,12.0
7113,583,4.4
7114,1243,16.0
7115,1661,22.0
7116,1952,12.0
7117,262,1.8
7118,345,1.6
7119,936,4.0
7120,599,4.6
7121,523,2.6
7122,717,7.5
7123,502,3.8
7124,488,1.1
7125,979,5.0
7126,1069,9.8
7127,420,2.8
7128,1306,6.9
7129,1225,6.2
7130,1656,5.9
7131,1492,5.1
7132,365,2.7
7133,599,3.3
7134,148,0.9
7135,398,1.3
7136,238,1.3
7137,791,4.2
7138,1081,4.1
7139,656,3.3
7140,1657,5.5
7141,359,2.5
7142,494,1.7
7143,1462,5.3
7144,394,1.9
7145,173,1.2
7146,919,5.6
7147,280,1.5
7148,898,7.4
7149,662,2.0
7150,1616,14.0
7151,696,4.2
7152,436,2.9
7153,681,3.1
7154,367,2.0
7155,264,1.2
7156,306,1.9
7157,1366,5.9
7158,250,1.8
7159,962,4.2
7160,976,5.3
7161,636,3.2
7162,94,0.5
7163,244,1.0
7164,598,5.2
7165,1436,23.0
7166,756,8.8
7167,487,3.2
7168,535,3.5
7169,1121,5.3
7170,901,3.1
7171,356,2.1
7172,640,3.7
7173,378,2.9
7174,452,2.3
7175,1178,6.4
7176,837,8.4
7177,318,2.3
7178,757,5.0
7179,563,4.4
7180,1329,15.0
7181,711,6.1
7182,1040,5.3
7183,737,2.8
7184,398,2.4
7185,806,9.2
7186,360,2.1
7187,268,1.7
7188,1427,5.2
7189,581,3.8
7190,832,4.2
7191,179,1.0
7192,963,5.2
7193,226,1.3
7194,335,3.0
7195,537,4.0
7196,685,3.9
7197,1745,7.4
7198,935,5.0
7199,635,3.6
7200,1572,5.4
7201,50,0.3
7202,771,4.2
7203,443,3.2
7204,782,3.4
7205,1284,4.7
7206,992,5.1
7207,767,3.3
7208,207,1.0
7209,501,1.5
7210,628,3.0
7211,1360,5.0
7212,352,3.1
7213,610,4.0
7214,106,0.4
7215,435,3.0
7216,871,5.7
7217,595,2.9
7218,1276,9.3
7219,823,6.0
7220,371,2.9
7221,156,1.0
7222,1639,6.2
7223,808,3.7
7224,623,3.3
7225,567,2.6
7226,792,6.0
7227,822,3.0
7228,428,3.2
7229,431,2.5
7230,647,4.8
7231,730,5.8
7232,1168,8.2
7233,1317,8.7
7234,956,5.0
7235,1253,18.0
7236,643,3.2
7237,706,5.3
7238,653,5.6
7239,1520,5.3
7240,403,2.3
7241,1668,6.8
7242,1205,6.5
7243,806,4.9
7244,1738,6.2
7245,1439,20.0
7246,1993,9.2
7247,498,2.7
7248,609,3.3
7249,857,3.0
7250,703,3.1
7251,1181,6.6
7252,528,2.2
7253,294,1.9
7254,413,2.8
7255,315,2.0
7256,848,8.1
7257,369,2.5
7258,1580,6.9
7259,890,7.9
7260,816,3.5
7261,873,4.6
7262,422,2.7
7263,241,1.7
7264,957,3.6
7265,1027,5.7
7266,596,4.3
7267,519,3.0
7268,831,7.4
7269,527,4.0
7270,783,5.7
7271,258,1.0
7272,477,4.5
7273,1063,10.0
7274,883,2.9
7275,1303,4.9
7276,568,4.4
7277,683,2.7
7278,340,1.2
7279,107,0.8
7280,329,1.8
7281,335,1.7
7282,580,4.3
7283,465,2.6
7284,363,2.4
7285,319,0.8
7286,238,1.2
7287,409,3.0
7288,348,2.5
7289,1522,5.1
7290,671,3.2
7291,230,3.6
7292,285,1.6
7293,1021,9.5
7294,1559,7.2
7295,744,4.9
7296,288,1.8
7297,1072,8.4
7298,1109,10.0
7299,797,4.3
7300,288,1.8
7301,847,7.5
7302,501,2.6
7303,543,2.7
7304,312,2.0
7305,1044,4.3
7306,279,2.0
7307,1039,4.9
7308,1519,21.0
7309,1286,8.2
7310,447,1.7
7311,616,2.9
7312,866,6.8
7313,840,5.6
7314,263,1.2
7315,631,4.6
7316,591,2.2
7317,1935,8.8
7318,416,3.3
7319,1418,6.3
7320,820,8.0
7321,525,4.1
7322,813,2.7
7323,912,4.7
7324,1037,5.7
7325,622,3.7
7326,405,3.2
7327,1775,7.9
7328,394,2.7
7329,269,1.0
7330,634,4.3
7331,1266,5.5
7332,329,2.4
7333,543,2.0
7334,506,2.5
7335,818,4.7
7336,1241,8.7
7337,770,6.1
7338,284,1.6
7339,252,1.4
7340,449,3.9
7341,1664,5.4
7342,639,3.9
7343,252,1.6
7344,284,1.0
7345,619,2.4
7346,532,2.9
7347,368,2.4
7348,654,3.0
7349,184,1.8
7350,880,6.9
7351,2029,23.0
7352,416,1.6
7353,1477,5.2
7354,711,3.9
7355,366,2.4
7356,228,1.0
7357,1472,5.3
7358,569,3.9
7359,406,2.4
7360,340,2.1
7361,1258,5.3
7362,1032,4.0
7363,696,5.5
7364,1136,6.4
7365,915,5.1
7366,620,5.1
7367,341,1.9
7368,1782,6.0
7369,1537,5.5
7370,772,2.9
7371,666,3.8
7372,289,1.7
7373,914,7.6
7374,921,5.7
7375,183,1.0
7376,409,2.3
7377,593,3.5
7378,234,1.2
7379,534,2.7
7380,837,5.6
7381,825,5.8
7382,261,3.9
7383,707,2.3
7384,720,4.3
7385,745,2.4
7386,912,2.9
7387,705,2.5
7388,1451,5.5
7389,1246,9.8
7390,266,1.4
7391,799,3.5
7392,1676,6.2
7393,1563,9.7
7394,702,9.2
7395,206,1.4
7396,814,6.6
7397,435,2.9
7398,527,3.5
7399,295,1.8
7400,1291,6.1
7401,381,2.8
7402,280,1.3
7403,630,2.9
7404,159,0.8
7405,786,4.4
7406,354,2.1
7407,872,6.6
7408,1388,5.4
7409,836,5.2
7410,558,4.7
7411,455,2.6
7412,107,0.3
7413,466,3.1
7414,878,9.5
7415,262,1.9
7416,233,1.2
7417,538,3.2
7418,949,4.4
7419,100,0.6
7420,727,6.7
7421,1608,5.6
7422,1434,7.8
7423,879,3.9
7424,176,0.6
7425,211,1.7
7426,558,3.2
7427,253,1.3
7428,972,9.8
7429,849,11.0
7430,357,2.2
7431,517,2.2
7432,738,4.8
7433,487,2.8
7434,340,2.1
7435,811,5.8
7436,738,4.3
7437,749,4.0
7438,275,2.0
7439,965,5.0
7440,651,5.3
7441,151,1.2
7442,215,0.7
7443,93,0.5
7444,503,4.1
7445,541,3.6
7446,1090,10.0
7447,576,5.2
7448,176,0.9
7449,871,5.5
7450,575,1.7
7451,298,2.4
7452,225,1.4
7453,855,4.7
7454,293,1.9
7455,308,1.6
7456,1011,5.7
7457,485,3.2
7458,565,4.5
7459,955,3.7
7460,515,3.1
7461,260,1.4
7462,874,8.1
7463,911,5.2
7464,1423,21.0
7465,347,1.6
7466,471,2.4
7467,380,2.3
7468,1152,5.1
7469,330,2.3
7470,459,2.9
7471,759,3.6
7472,53,0.2
7473,720,8.2
7474,645,3.7
7475,976,5.6
7476,854,7.9
7477,383,2.0
7478,1088,4.6
7479,660,5.4
7480,474,1.2
7481,622,4.1
7482,474,3.0
7483,446,2.3
7484,448,2.7
7485,361,2.4
7486,935,3.7
7487,642,3.2
7488,286,1.1
7489,645,4.2
7490,1032,3.2
7491,328,2.8
7492,109,0.5
7493,197,1.6
7494,903,4.4
7495,733,5.0
7496,2202,10.0
7497,393,2.5
7498,657,3.5
7499,537,3.4
7500,724,6.0
7501,220,1.0
7502,767,5.3
7503,831,4.7
7504,567,4.3
7505,912,7.2
7506,1121,5.3
7507,662,4.1
7508,1119,4.8
7509,343,1.7
7510,1171,5.2
7511,286,1.3
7512,1334,5.5
7513,337,2.1
7514,309,2.3
7515,486,2.1
7516,435,2.4
7517,702,2.5
7518,772,2.9
7519,285,3.7
7520,795,4.3
7521,367,1.9
7522,605,6.0
7523,1127,5.6
7524,473,3.4
7525,598,4.8
7526,512,2.8
7527,723,2.9
7528,588,3.5
7529,1580,21.0
7530,1089,9.2
7531,523,3.8
7532,261,1.9
7533,929,5.0
7534,1029,5.9
7535,149,0.9
7536,857,6.4
7537,955,4.6
7538,731,3.9
7539,773,6.6
7540,51,0.2
7541,1160,4.6
7542,638,5.5
7543,800,5.7
7544,530,2.7
7545,1475,21.0
7546,912,7.7
7547,944,9.4
7548,575,3.3
7549,686,3.8
7550,748,3.9
7551,534,3.2
7552,1087,5.2
7553,976,8.7
7554,289,1.5
7555,351,2.2
7556,547,4.2
7557,901,7.9
7558,861,5.1
7559,1133,11.0
7560,355,1.8
7561,277,1.3
7562,93,0.5
7563,417,2.4
7564,261,0.7
7565,284,1.8
7566,108,0.5
7567,270,1.9
7568,224,1.6
7569,390,3.0
7570,578,2.8
7571,476,2.6
7572,463,3.1
7573,337,2.0
7574,586,2.3
7575,377,3.0
7576,765,6.4
7577,965,5.5
7578,409,2.9
7579,673,2.7
7580,437,3.4
7581,241,1.5
7582,671,3.7
7583,297,1.0
7584,613,3.5
7585,230,1.0
7586,1035,6.3
7587,1644,6.7
7588,1404,16.0
7589,894,8.6
7590,1061,5.7
7591,348,2.8
7592,381,4.3
7593,465,2.2
7594,1458,5.1
7595,878,2.8
7596,865,4.9
7597,685,3.2
7598,308,1.6
7599,633,3.3
7600,913,7.7
7601,359,2.6
7602,484,3.4
7603,252,1.0
7604,448,2.2
7605,792,4.1
7606,352,2.4
7607,747,3.5
7608,1395,7.6
7609,741,2.5
7610,426,2.8
7611,662,5.8
7612,603,4.3
7613,264,1.3
7614,327,1.2
7615,148,0.9
7616,476,3.4
7617,699,2.7
7618,385,2.0
7619,1260,5.5
7620,972,4.9
7621,554,3.5
7622,1526,4.8
7623,656,3.0
7624,604,4.9
7625,600,2.1
7626,1739,6.0
7627,592,4.4
7628,494,3.6
7629,546,3.9
7630,904,5.1
7631,1007,4.7
7632,983,4.4
7633,251,1.5
7634,239,1.4
7635,397,2.9
7636,718,8.2
7637,803,6.7
7638,383,2.7
7639,265,1.8
7640,1092,5.8
7641,600,2.1
7642,523,2.8
7643,663,3.0
7644,601,2.1
7645,904,6.4
7646,929,3.4
7647,605,4.5
7648,919,4.4
7649,262,2.0
7650,899,8.3
7651,285,1.8
7652,397,2.8
7653,689,2.8
7654,883,6.7
7655,501,3.8
7656,728,7.3
7657,370,2.4
7658,738,4.7
7659,302,1.8
7660,394,3.9
7661,343,1.8
7662,1523,5.4
7663,329,2.3
7664,308,1.3
7665,1802,8.6
7666,1583,6.1
7667,462,3.0
7668,447,2.7
7669,546,2.1
7670,1092,5.3
7671,811,4.8
7672,1227,11.0
7673,218,1.2
7674,760,6.9
7675,533,2.7
7676,280,1.3
7677,498,3.6
7678,644,3.3
7679,545,4.0
7680,305,2.0
7681,895,6.5
7682,458,2.4
7683,894,4.1
7684,525,3.8
7685,711,5.7
7686,852,7.2
7687,1149,11.0
7688,723,6.8
7689,989,4.2
7690,341,1.8
7691,1011,12.0
7692,598,4.0
7693,204,1.0
7694,700,5.5
7695,1257,7.0
7696,351,2.2
7697,893,7.7
7698,1133,6.3
7699,879,7.8
7700,928,7.3
7701,802,4.7
7702,573,3.7
7703,912,8.0
7704,1841,18.0
7705,923,3.0
7706,283,1.3
7707,530,2.7
7708,129,1.3
